167064	2026-03-24	26	2026-03-24 02:10:03	1	P	B	B	B	L	7	12,24,9,28,11	485965690
167063	2026-03-24	25	2026-03-24 02:05:04	1	B	P	P	P	S	4	3,13,21,6,16	304158717
167062	2026-03-24	24	2026-03-24 02:00:03	1	B	P	B	P	S	2	9,22,14,7,6	953025365
167061	2026-03-24	23	2026-03-24 01:55:04	1	P	B	B	B	M	5	12,26,19,14,7	440376090
167060	2026-03-24	22	2026-03-24 01:50:03	1	P	B	B	P	S	5	2,6,15,27,12	535036294
